Block,Variable,Code,Type,Unit,Source,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Real,Nominal GDP,NGDP,Collect,USD,CBS,1031282081.1668346,717974929.7631578,709297578.5,1260132955.787459,1481205097.9811323,1534756134.5502186,1792234297.391936,2191749013.581238,2962047564.4165072,3045751527.660048,3412797450.201118,2252847464.6860847,2192684134.5927277,2836724351.561596,3859592813.1025543,4683246454.100484,5026743282.042513,5430713728.89074,5913620292.905734,2948594552.4495163,2687807003.73935,2906000096.932491,4364670159.995777,5062881600.001038,5728399719.999584,6152149099.999415,6613743069.999124,7621501710.001204,7873000000,8656000000,8628000000,9483000000,10203000000,10958000000,11967000000
Real,Real GDP,RGDP,Collect,USD,CBS,1837281328.3016276,1891491615.5031128,1730935688.5585237,1800010346.159156,1478762688.889167,1537774139.7940428,1661503678.5180218,1681117593.9700406,1791844290.8819463,1922976751.0585723,2059706442.1926818,2206158044.1253147,2374493799.8039145,2555674023.5943284,2737390479.443584,2932027546.4602003,3122209723.107455,3331221429.826634,3554225115.7657537,3792157453.2422237,4046017818.7335653,4316872490.494444,4605859127.184689,5110628982.787013,5569461554.681685,6152149099.999415,6584944951.37229,7555288980.077212,7710498420.373012,7926418061.751352,7707287719.385974,7972973226.063412,8189695542.688511,8531635197.808113,8882404280.64207
Real,Nominal private consumption,NPC,Collect,USD,CBS,848609715.7,567488456.8,571136728.8,992633768.3,1183565176,1244948210,1476553666,1834826591,2537342507,2650076587,3018154070,2032496432,2021210679,2708423433,3778272298,4674233395,5178131075,5811828250,6585507176,3439463662,3307350679,3809464026,5710264734,6622575638,7630073572,8471484725,9277000000,10343000000,9684000000,10558000000,10827000000,11539000000,12683000000,14078000000,15961000000
Real,Nominal government consumption,NGC,Collect,USD,CBS,104490292.1,54501987.6,51930340.43,79750283.3,94593137.62,94198485.06,105765817,124427245.2,169850190.3,165529327.5,175908779,112152190.3,105587064.8,137203730.3,181743239.1,208832780.8,219140545.5,234307064.7,250258617.6,123846743,112852788,122966448.1,174534053.3,270954045.2,318149315.6,326960425.1,391000000,486000000,495000000,529000000,595000000,676000000,759000000,785000000,931000000
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,244377736.9,131131495.3,127287757.7,242495649.2,254569657.9,257697640.6,293984638.6,351345287.4,448608901.1,456380833.3,506279751.3,327579601.2,312993096.4,356321149.2,475568136.7,637460939,678240052.2,703564822.3,786211475.6,392826896.4,360842605.3,401472454.8,577238022.7,636326292,701247697.3,773044455.8,850000000,1054000000,1268000000,1392000000,1381000000,1705000000,2413000000,2587000000,3201000000
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,150014572.407044,97465604.35153781,129825444.05258198,121084226.624612,151913700.745352,172017718.170655,192210225.563246,157327515.938676,126747051.151324,116329617.186709,122923811,83644239,125848094,153447112,174225830,205297119,319093273,166501595,184937076,249330194,368018045,447161232,481009689,616260586,688605192,675279888,622226928,468091333,525381297,560035540,501795400,501522568,731810104,992041563,3735000000
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,373923738.970947,140604733.53651598,201679240.65690097,274737160.09932,266331800.61628002,219384588.565792,257937251.11455,264660231.41089898,227495888.063913,253643148.23717502,223074045,208959077,245002957,244799303,306351230,371901420,522004582,536107097.99999994,836917626,756555471,1062458167.9999999,1486247289,1642831783,1504088682,1695267782,1834559212,2077718766.9999998,2587224439,2653197633,3210447368,3504242651,3838889570,4154590664.9999995,4020170723,11861000000
Real,CPI average,CPI_AVG,Collect,Index,CBS,,,,,,,,,,,,,,,,,,,,,,,95.00613359069345,97.66651903270385,100,100.9126149826323,100.9367671256229,104.9304245539246,109.4067048465265,114.5581814565651,119.2701081775134,124.7862318739955,133.2458352341088,141.3791666666667,149.2941666666667
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,,,,,,,,,,,,,,,,,,,,,,,96.028,98.717,100,100.292,101.509,107.692,111.16,114.636,120.179,126.99,134.679,143.573,151.575
