Block,Variable,Code,Type,Unit,Source,Year,Value
Real,Nominal GDP,NGDP,Collect,USD,CBS,1990,1031282081.1668346
Real,Nominal GDP,NGDP,Collect,USD,CBS,1991,717974929.7631578
Real,Nominal GDP,NGDP,Collect,USD,CBS,1992,709297578.5
Real,Nominal GDP,NGDP,Collect,USD,CBS,1993,1260132955.787459
Real,Nominal GDP,NGDP,Collect,USD,CBS,1994,1481205097.9811323
Real,Nominal GDP,NGDP,Collect,USD,CBS,1995,1534756134.5502186
Real,Nominal GDP,NGDP,Collect,USD,CBS,1996,1792234297.391936
Real,Nominal GDP,NGDP,Collect,USD,CBS,1997,2191749013.581238
Real,Nominal GDP,NGDP,Collect,USD,CBS,1998,2962047564.4165072
Real,Nominal GDP,NGDP,Collect,USD,CBS,1999,3045751527.660048
Real,Nominal GDP,NGDP,Collect,USD,CBS,2000,3412797450.201118
Real,Nominal GDP,NGDP,Collect,USD,CBS,2001,2252847464.6860847
Real,Nominal GDP,NGDP,Collect,USD,CBS,2002,2192684134.5927277
Real,Nominal GDP,NGDP,Collect,USD,CBS,2003,2836724351.561596
Real,Nominal GDP,NGDP,Collect,USD,CBS,2004,3859592813.1025543
Real,Nominal GDP,NGDP,Collect,USD,CBS,2005,4683246454.100484
Real,Nominal GDP,NGDP,Collect,USD,CBS,2006,5026743282.042513
Real,Nominal GDP,NGDP,Collect,USD,CBS,2007,5430713728.89074
Real,Nominal GDP,NGDP,Collect,USD,CBS,2008,5913620292.905734
Real,Nominal GDP,NGDP,Collect,USD,CBS,2009,2948594552.4495163
Real,Nominal GDP,NGDP,Collect,USD,CBS,2010,2687807003.73935
Real,Nominal GDP,NGDP,Collect,USD,CBS,2011,2906000096.932491
Real,Nominal GDP,NGDP,Collect,USD,CBS,2012,4364670159.995777
Real,Nominal GDP,NGDP,Collect,USD,CBS,2013,5062881600.001038
Real,Nominal GDP,NGDP,Collect,USD,CBS,2014,5728399719.999584
Real,Nominal GDP,NGDP,Collect,USD,CBS,2015,6152149099.999415
Real,Nominal GDP,NGDP,Collect,USD,CBS,2016,6613743069.999124
Real,Nominal GDP,NGDP,Collect,USD,CBS,2017,7621501710.001204
Real,Nominal GDP,NGDP,Collect,USD,CBS,2018,7873000000
Real,Nominal GDP,NGDP,Collect,USD,CBS,2019,8656000000
Real,Nominal GDP,NGDP,Collect,USD,CBS,2020,8628000000
Real,Nominal GDP,NGDP,Collect,USD,CBS,2021,9483000000
Real,Nominal GDP,NGDP,Collect,USD,CBS,2022,10203000000
Real,Nominal GDP,NGDP,Collect,USD,CBS,2023,10958000000
Real,Nominal GDP,NGDP,Collect,USD,CBS,2024,11967000000
Real,Real GDP,RGDP,Collect,USD,CBS,1990,1837281328.3016276
Real,Real GDP,RGDP,Collect,USD,CBS,1991,1891491615.5031128
Real,Real GDP,RGDP,Collect,USD,CBS,1992,1730935688.5585237
Real,Real GDP,RGDP,Collect,USD,CBS,1993,1800010346.159156
Real,Real GDP,RGDP,Collect,USD,CBS,1994,1478762688.889167
Real,Real GDP,RGDP,Collect,USD,CBS,1995,1537774139.7940428
Real,Real GDP,RGDP,Collect,USD,CBS,1996,1661503678.5180218
Real,Real GDP,RGDP,Collect,USD,CBS,1997,1681117593.9700406
Real,Real GDP,RGDP,Collect,USD,CBS,1998,1791844290.8819463
Real,Real GDP,RGDP,Collect,USD,CBS,1999,1922976751.0585723
Real,Real GDP,RGDP,Collect,USD,CBS,2000,2059706442.1926818
Real,Real GDP,RGDP,Collect,USD,CBS,2001,2206158044.1253147
Real,Real GDP,RGDP,Collect,USD,CBS,2002,2374493799.8039145
Real,Real GDP,RGDP,Collect,USD,CBS,2003,2555674023.5943284
Real,Real GDP,RGDP,Collect,USD,CBS,2004,2737390479.443584
Real,Real GDP,RGDP,Collect,USD,CBS,2005,2932027546.4602003
Real,Real GDP,RGDP,Collect,USD,CBS,2006,3122209723.107455
Real,Real GDP,RGDP,Collect,USD,CBS,2007,3331221429.826634
Real,Real GDP,RGDP,Collect,USD,CBS,2008,3554225115.7657537
Real,Real GDP,RGDP,Collect,USD,CBS,2009,3792157453.2422237
Real,Real GDP,RGDP,Collect,USD,CBS,2010,4046017818.7335653
Real,Real GDP,RGDP,Collect,USD,CBS,2011,4316872490.494444
Real,Real GDP,RGDP,Collect,USD,CBS,2012,4605859127.184689
Real,Real GDP,RGDP,Collect,USD,CBS,2013,5110628982.787013
Real,Real GDP,RGDP,Collect,USD,CBS,2014,5569461554.681685
Real,Real GDP,RGDP,Collect,USD,CBS,2015,6152149099.999415
Real,Real GDP,RGDP,Collect,USD,CBS,2016,6584944951.37229
Real,Real GDP,RGDP,Collect,USD,CBS,2017,7555288980.077212
Real,Real GDP,RGDP,Collect,USD,CBS,2018,7710498420.373012
Real,Real GDP,RGDP,Collect,USD,CBS,2019,7926418061.751352
Real,Real GDP,RGDP,Collect,USD,CBS,2020,7707287719.385974
Real,Real GDP,RGDP,Collect,USD,CBS,2021,7972973226.063412
Real,Real GDP,RGDP,Collect,USD,CBS,2022,8189695542.688511
Real,Real GDP,RGDP,Collect,USD,CBS,2023,8531635197.808113
Real,Real GDP,RGDP,Collect,USD,CBS,2024,8882404280.64207
Real,Nominal private consumption,NPC,Collect,USD,CBS,1990,848609715.7
Real,Nominal private consumption,NPC,Collect,USD,CBS,1991,567488456.8
Real,Nominal private consumption,NPC,Collect,USD,CBS,1992,571136728.8
Real,Nominal private consumption,NPC,Collect,USD,CBS,1993,992633768.3
Real,Nominal private consumption,NPC,Collect,USD,CBS,1994,1183565176
Real,Nominal private consumption,NPC,Collect,USD,CBS,1995,1244948210
Real,Nominal private consumption,NPC,Collect,USD,CBS,1996,1476553666
Real,Nominal private consumption,NPC,Collect,USD,CBS,1997,1834826591
Real,Nominal private consumption,NPC,Collect,USD,CBS,1998,2537342507
Real,Nominal private consumption,NPC,Collect,USD,CBS,1999,2650076587
Real,Nominal private consumption,NPC,Collect,USD,CBS,2000,3018154070
Real,Nominal private consumption,NPC,Collect,USD,CBS,2001,2032496432
Real,Nominal private consumption,NPC,Collect,USD,CBS,2002,2021210679
Real,Nominal private consumption,NPC,Collect,USD,CBS,2003,2708423433
Real,Nominal private consumption,NPC,Collect,USD,CBS,2004,3778272298
Real,Nominal private consumption,NPC,Collect,USD,CBS,2005,4674233395
Real,Nominal private consumption,NPC,Collect,USD,CBS,2006,5178131075
Real,Nominal private consumption,NPC,Collect,USD,CBS,2007,5811828250
Real,Nominal private consumption,NPC,Collect,USD,CBS,2008,6585507176
Real,Nominal private consumption,NPC,Collect,USD,CBS,2009,3439463662
Real,Nominal private consumption,NPC,Collect,USD,CBS,2010,3307350679
Real,Nominal private consumption,NPC,Collect,USD,CBS,2011,3809464026
Real,Nominal private consumption,NPC,Collect,USD,CBS,2012,5710264734
Real,Nominal private consumption,NPC,Collect,USD,CBS,2013,6622575638
Real,Nominal private consumption,NPC,Collect,USD,CBS,2014,7630073572
Real,Nominal private consumption,NPC,Collect,USD,CBS,2015,8471484725
Real,Nominal private consumption,NPC,Collect,USD,CBS,2016,9277000000
Real,Nominal private consumption,NPC,Collect,USD,CBS,2017,10343000000
Real,Nominal private consumption,NPC,Collect,USD,CBS,2018,9684000000
Real,Nominal private consumption,NPC,Collect,USD,CBS,2019,10558000000
Real,Nominal private consumption,NPC,Collect,USD,CBS,2020,10827000000
Real,Nominal private consumption,NPC,Collect,USD,CBS,2021,11539000000
Real,Nominal private consumption,NPC,Collect,USD,CBS,2022,12683000000
Real,Nominal private consumption,NPC,Collect,USD,CBS,2023,14078000000
Real,Nominal private consumption,NPC,Collect,USD,CBS,2024,15961000000
Real,Nominal government consumption,NGC,Collect,USD,CBS,1990,104490292.1
Real,Nominal government consumption,NGC,Collect,USD,CBS,1991,54501987.6
Real,Nominal government consumption,NGC,Collect,USD,CBS,1992,51930340.43
Real,Nominal government consumption,NGC,Collect,USD,CBS,1993,79750283.3
Real,Nominal government consumption,NGC,Collect,USD,CBS,1994,94593137.62
Real,Nominal government consumption,NGC,Collect,USD,CBS,1995,94198485.06
Real,Nominal government consumption,NGC,Collect,USD,CBS,1996,105765817
Real,Nominal government consumption,NGC,Collect,USD,CBS,1997,124427245.2
Real,Nominal government consumption,NGC,Collect,USD,CBS,1998,169850190.3
Real,Nominal government consumption,NGC,Collect,USD,CBS,1999,165529327.5
Real,Nominal government consumption,NGC,Collect,USD,CBS,2000,175908779
Real,Nominal government consumption,NGC,Collect,USD,CBS,2001,112152190.3
Real,Nominal government consumption,NGC,Collect,USD,CBS,2002,105587064.8
Real,Nominal government consumption,NGC,Collect,USD,CBS,2003,137203730.3
Real,Nominal government consumption,NGC,Collect,USD,CBS,2004,181743239.1
Real,Nominal government consumption,NGC,Collect,USD,CBS,2005,208832780.8
Real,Nominal government consumption,NGC,Collect,USD,CBS,2006,219140545.5
Real,Nominal government consumption,NGC,Collect,USD,CBS,2007,234307064.7
Real,Nominal government consumption,NGC,Collect,USD,CBS,2008,250258617.6
Real,Nominal government consumption,NGC,Collect,USD,CBS,2009,123846743
Real,Nominal government consumption,NGC,Collect,USD,CBS,2010,112852788
Real,Nominal government consumption,NGC,Collect,USD,CBS,2011,122966448.1
Real,Nominal government consumption,NGC,Collect,USD,CBS,2012,174534053.3
Real,Nominal government consumption,NGC,Collect,USD,CBS,2013,270954045.2
Real,Nominal government consumption,NGC,Collect,USD,CBS,2014,318149315.6
Real,Nominal government consumption,NGC,Collect,USD,CBS,2015,326960425.1
Real,Nominal government consumption,NGC,Collect,USD,CBS,2016,391000000
Real,Nominal government consumption,NGC,Collect,USD,CBS,2017,486000000
Real,Nominal government consumption,NGC,Collect,USD,CBS,2018,495000000
Real,Nominal government consumption,NGC,Collect,USD,CBS,2019,529000000
Real,Nominal government consumption,NGC,Collect,USD,CBS,2020,595000000
Real,Nominal government consumption,NGC,Collect,USD,CBS,2021,676000000
Real,Nominal government consumption,NGC,Collect,USD,CBS,2022,759000000
Real,Nominal government consumption,NGC,Collect,USD,CBS,2023,785000000
Real,Nominal government consumption,NGC,Collect,USD,CBS,2024,931000000
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,1990,244377736.9
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,1991,131131495.3
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,1992,127287757.7
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,1993,242495649.2
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,1994,254569657.9
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,1995,257697640.6
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,1996,293984638.6
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,1997,351345287.4
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,1998,448608901.1
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,1999,456380833.3
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2000,506279751.3
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2001,327579601.2
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2002,312993096.4
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2003,356321149.2
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2004,475568136.7
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2005,637460939
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2006,678240052.2
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2007,703564822.3
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2008,786211475.6
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2009,392826896.4
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2010,360842605.3
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2011,401472454.8
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2012,577238022.7
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2013,636326292
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2014,701247697.3
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2015,773044455.8
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2016,850000000
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2017,1054000000
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2018,1268000000
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2019,1392000000
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2020,1381000000
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2021,1705000000
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2022,2413000000
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2023,2587000000
Real,Nominal investment  (gross fixed capital formation ),NINV,Collect,USD,CBS,2024,3201000000
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,1990,150014572.407044
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,1991,97465604.35153781
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,1992,129825444.05258198
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,1993,121084226.624612
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,1994,151913700.745352
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,1995,172017718.170655
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,1996,192210225.563246
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,1997,157327515.938676
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,1998,126747051.151324
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,1999,116329617.186709
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2000,122923811
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2001,83644239
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2002,125848094
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2003,153447112
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2004,174225830
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2005,205297119
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2006,319093273
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2007,166501595
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2008,184937076
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2009,249330194
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2010,368018045
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2011,447161232
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2012,481009689
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2013,616260586
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2014,688605192
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2015,675279888
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2016,622226928
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2017,468091333
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2018,525381297
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2019,560035540
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2020,501795400
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2021,501522568
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2022,731810104
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2023,992041563
Real,Nominal exports of G&S,NXGS,Collect,USD,CBS,2024,3735000000
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,1990,373923738.970947
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,1991,140604733.53651598
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,1992,201679240.65690097
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,1993,274737160.09932
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,1994,266331800.61628002
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,1995,219384588.565792
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,1996,257937251.11455
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,1997,264660231.41089898
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,1998,227495888.063913
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,1999,253643148.23717502
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2000,223074045
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2001,208959077
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2002,245002957
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2003,244799303
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2004,306351230
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2005,371901420
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2006,522004582
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2007,536107097.99999994
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2008,836917626
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2009,756555471
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2010,1062458167.9999999
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2011,1486247289
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2012,1642831783
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2013,1504088682
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2014,1695267782
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2015,1834559212
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2016,2077718766.9999998
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2017,2587224439
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2018,2653197633
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2019,3210447368
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2020,3504242651
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2021,3838889570
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2022,4154590664.9999995
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2023,4020170723
Real,Nominal imports of G&S,NMGS,Collect,USD,CBS,2024,11861000000
Real,CPI average,CPI_AVG,Collect,Index,CBS,1990,
Real,CPI average,CPI_AVG,Collect,Index,CBS,1991,
Real,CPI average,CPI_AVG,Collect,Index,CBS,1992,
Real,CPI average,CPI_AVG,Collect,Index,CBS,1993,
Real,CPI average,CPI_AVG,Collect,Index,CBS,1994,
Real,CPI average,CPI_AVG,Collect,Index,CBS,1995,
Real,CPI average,CPI_AVG,Collect,Index,CBS,1996,
Real,CPI average,CPI_AVG,Collect,Index,CBS,1997,
Real,CPI average,CPI_AVG,Collect,Index,CBS,1998,
Real,CPI average,CPI_AVG,Collect,Index,CBS,1999,
Real,CPI average,CPI_AVG,Collect,Index,CBS,2000,
Real,CPI average,CPI_AVG,Collect,Index,CBS,2001,
Real,CPI average,CPI_AVG,Collect,Index,CBS,2002,
Real,CPI average,CPI_AVG,Collect,Index,CBS,2003,
Real,CPI average,CPI_AVG,Collect,Index,CBS,2004,
Real,CPI average,CPI_AVG,Collect,Index,CBS,2005,
Real,CPI average,CPI_AVG,Collect,Index,CBS,2006,
Real,CPI average,CPI_AVG,Collect,Index,CBS,2007,
Real,CPI average,CPI_AVG,Collect,Index,CBS,2008,
Real,CPI average,CPI_AVG,Collect,Index,CBS,2009,
Real,CPI average,CPI_AVG,Collect,Index,CBS,2010,
Real,CPI average,CPI_AVG,Collect,Index,CBS,2011,
Real,CPI average,CPI_AVG,Collect,Index,CBS,2012,95.00613359069345
Real,CPI average,CPI_AVG,Collect,Index,CBS,2013,97.66651903270385
Real,CPI average,CPI_AVG,Collect,Index,CBS,2014,100
Real,CPI average,CPI_AVG,Collect,Index,CBS,2015,100.9126149826323
Real,CPI average,CPI_AVG,Collect,Index,CBS,2016,100.9367671256229
Real,CPI average,CPI_AVG,Collect,Index,CBS,2017,104.9304245539246
Real,CPI average,CPI_AVG,Collect,Index,CBS,2018,109.4067048465265
Real,CPI average,CPI_AVG,Collect,Index,CBS,2019,114.5581814565651
Real,CPI average,CPI_AVG,Collect,Index,CBS,2020,119.2701081775134
Real,CPI average,CPI_AVG,Collect,Index,CBS,2021,124.7862318739955
Real,CPI average,CPI_AVG,Collect,Index,CBS,2022,133.2458352341088
Real,CPI average,CPI_AVG,Collect,Index,CBS,2023,141.3791666666667
Real,CPI average,CPI_AVG,Collect,Index,CBS,2024,149.2941666666667
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,1990,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,1991,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,1992,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,1993,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,1994,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,1995,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,1996,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,1997,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,1998,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,1999,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2000,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2001,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2002,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2003,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2004,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2005,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2006,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2007,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2008,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2009,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2010,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2011,
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2012,96.028
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2013,98.717
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2014,100
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2015,100.292
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2016,101.509
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2017,107.692
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2018,111.16
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2019,114.636
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2020,120.179
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2021,126.99
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2022,134.679
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2023,143.573
Real,CPI end-period,CPI_EOP,Collect,Index,CBS,2024,151.575
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,1990,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,1991,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,1992,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,1993,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,1994,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,1995,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,1996,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,1997,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,1998,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,1999,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2000,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2001,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2002,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2003,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2004,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2005,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2006,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2007,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2008,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2009,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2010,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2011,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2012,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2013,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2014,
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2015,72876207.48622222
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2016,76313771.56
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2017,92791578.98
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2018,100334381.8
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2019,107027798.01
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2020,91054110.35000001
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2021,108974991
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2022,116169148
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2023,154082799
Fiscal,Import duty,IMP_DUTY,Collect,USD,CBS,2024,168875350
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,1990,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,1991,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,1992,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,1993,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,1994,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,1995,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,1996,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,1997,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,1998,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,1999,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,2000,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,2001,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,2002,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,2003,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,2004,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,2005,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,2006,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,2007,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,2008,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,2009,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,2010,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,2011,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,2012,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,2013,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,2014,
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,2015,0
Fiscal,Import sales tax,IMP_SALES,Collect,USD,CBS,2016,0
