Block,Variable,Code,Type,Unit,Source,Year,Value
Monetary,Private credit growth,PSC_G,Compute,%,N/A,2020,
Monetary,Private credit growth,PSC_G,Compute,%,N/A,2021,
Monetary,Private credit growth,PSC_G,Compute,%,N/A,2022,
Monetary,Private credit growth,PSC_G,Compute,%,N/A,2023,
Monetary,Private credit growth,PSC_G,Compute,%,N/A,2024,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,1990,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,1991,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,1992,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,1993,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,1994,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,1995,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,1996,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,1997,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,1998,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,1999,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2000,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2001,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2002,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2003,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2004,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2005,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2006,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2007,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2008,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2009,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2010,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2011,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2012,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2013,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2014,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2015,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2016,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2017,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2018,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2019,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2020,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2021,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2022,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2023,
Monetary,Real private sector credit,RPSC,Compute,Constant prices,N/A,2024,
